Book Reference No,Description_x,Material_x,Museum Reference No_x,Citation_x,ref_no_x,path_x,path_exists_x,update
264,FINGER AND TOE SHEATHS,"Gold; H. 3.44.1 cm, Diam. 1.8-3.05 cm","Khartoum, National Museum 1497","264 FINGER AND TOE SHEATHS

———

Gold; H. 3.44.1 cm, Diam. 1.8-3.05 cm

From Nuri, Tomb Nu 42, Chamber B

Harvard University—MFA Boston Expedition,
January-February 1918, field no. 18-1-230/239,
18-2-178/179

Napatan, 593-568 8.¢.

Khartoum, National Museum 1497

The tradition of covering the fingers
and toes of the mummified body with
gold sheaths is well-attested in Egypt.
Excavation of both the treasure of
Tutankhamun and the royal tombs of
Tanis produced many examples similar
to these from the tomb of Queen
Asata, a wife of King Aspelta. Each
one is fashioned from a single piece of
gold sheet. The depressions represent-
ing the nails were filled with colored

paste.

Lit: RCK Ul, V16f., 2908, pl. CXXILD

--- Page 239 ---
bel

THE KINGDOM OF NAPA? A AND MEROE

YP SO ee
ei UTR EES
La rau

j ms.
ff i Ins Th.
/saz =I eR
Tre wel
= cele :
/ Va \

omy
Sas

all

P33 15
age

PES

MS ie CMSA tee AM DeC htc =W'o ASM ZS are MSHON | ich
eeeeO, SU Pe Ol Gane be S LETT eh I
IN Ze Wale che =00S Boot eb WS OPN CASE LOE Vi onal |
Lo ALANS ARES OPER = SUR =e SESE AEE IIS =O BM
RAL SME R62: LAS CIC ERS SAIL oN le LC
sels JSZ SRC SOUS EAA, CL eee RK Allin BCR
CE bo EWAN eS eAWOT Thee ltts S ie SURIRIorks AZHE Ie AAEM
AreRe x C1 ZPD E FasL UCM (ek eraiork& 0ST hs al Rae
AI ie, Runs Wo mlb HBAS e ACen Ao laht
SO — ATER OSE) SIME lon Ao eR
sre RENAN WZ oe ARM BLS Se RS CRIES IRIAN Ce
hos INSET KS IM OME S LOS Ya AMAR oslo
Ch 2 ROSSA 2 Zall pai 271s Pao be Vet
aise ler A Se 2 MR EVAR oh CSM al eermicthiol — IF Alto Se
CRON Lea etl RZ RCS SNe SRS e MOS Tee Mok

i lol Th PR SS IZ fee (kA Meeos lr Slee SS Ollie eeIR [0m
Elna HS REA Go = oleh RA AN Me Mo free (|= 1 Ml es RE 8

folithe &— hn Soy MBAs hee pevSS. BSW EAM RS

re OFAN SCOR MIR ern BM SM CAats QR = CLS
FLEA TIRE“ PLM Chin Arms s1? BS — Dalle chm RBH? EEC LI° e,
UAL Anmb, RSF afi S oh. MNP bo aot euch
WRG Zeno | Mee NC RSMO mT GAT LA LMAT the CO APT
ife $ RMI Zia RENE =~ Ole Mall 6 AMO“ RS OL
PAINE RIDE LS Ee VERS KP BS Re oe ame He oo

tow O—rimt1or — © —
ee = eee Wied Ge Lato TIG= ISU Spe Mogg TT IOS RNR A Mima LP
[LO soe HE ee va

2 bra (R~ LAMM? AS KGS AST A Moe KATIE

Ey ees

165

236

--- Page 240 ---
THE KING. GM OF
",1497,ancient_kingdoms_images/1497.png,True,
266,Mirror oF KING NASTASEN,"Silver, bronze; H. 34.7 cm,W. 22.2 cm, Th. 4.8 cm","Khartoum, National Museum 1374","266 Mirror oF KING NASTASEN

Silver, bronze; H. 34.7 cm,W. 22.2 cm, Th. 4.8 cm
From Nuri, Pyramid Nu 15, Chamber A

Harvard University-HFA Boston Expedition,
February 1917, field no. 17-2-1992

Napatan, 335-315 .c.

Khartoum, National Museum 1374

Mirrors with decorated figural handles
are known from the reigns of Shabako
and Amani-natake-lebte. Nastasens
mirror presents the highpoint of these
examples of the goldsmith’s craft. The
slightly oval bronze disk was polished
on both sides. Set into a sickle-shaped
support of silver representing a Cres
cent moon, the disk becomes an image
of the moon. The mirror’s handle takes
the form of a column with a papyrus
capital. Four sculptured deities stand
with their backs to the column.
Aligned with the front and back are
Amun in human form and the falcon-
headed Khons with crescent moon. On
the sides, beneath the sickle-shaped
support, stand the goddesses Mut,

238

NAPA} AND MEROE

with Double Crown, and Hathor, with
cow's horns. Between the capital and
the mirror’s disk is an abacus with the
name of Nastasen on each of its four
sides. The abacus mediates between
the realm of the earth, symbolized by
the papyrus, and that of heaven,
expressed by the lunar motif of the
mirror's disk.

Surrounding a column with  three-
dimensional figures is a concept for-
eign to Egyptian art but attested
several times in Meroitic architecture,
for example in the great complex of
Musawwarat es-Sufra.

Lit: PM Vil: 228; Reisner, Bull. MFA XVI/97 (1918): 78; RCK
Il, 246f, fig. 192, 249, 285, pl. XCI.B—F

v 166>

--- Page 242 ---


--- Page 243 ---",1374,ancient_kingdoms_images/1374.png,True,
270,STATUE OF A KING,"Bronze, stuccoed and gilded; H. 50 cm, W. 17.6 cm,","Khartoum, National Museum 24705","270 STATUE OF A KING

Bronze, stuccoed and gilded; H. 50 cm, W. 17.6 cm,
Th. 16.7 cn

From Tabo, Argo istand; Court of the great temple
Excavations of the Fondation Blackmer—University
of Geneva, 1973-1974

Heroitic, c. 200 ac.

Khartoum, National Museum 24705

One of the most important discoveries
for the art history of the Sudan in
recent decades was made by a Swiss
expedition to Tago, on the island of
Argo, led by Charles Maystre. In
January, 1974, a gilded bronze statue
came to light in a small pit within the
court of the great temple. Apparently
hidden there, this piece is not only the
largest metal sculpture of the Sudan,
but it also reveals a previously
unknown dimension of Napatan and
Meroitic art. Among its extraordinary
features are the unusually lively expres-
sion created by the inlaid eyes, and the
lifelike sense of motion.

The male figure strides forward with
left arm gently extended before the
body and hand below the waist. The
right forearm reaches into free space.
The freedom of motion and resulting
dynamic effect is allowed by the use of
metal, which eliminates any need for
supporting structures for the arms. The
pose of the left arm may be explained
by a minor iconographic detail. A
thumb ring is shown on the right
thumb (cf. cat. 271), part of the equip-
ment often worn by archers. From this
we can discern that the left hand held
a bow. The forearm guard on the left
arm is also part of the archer’s accou-
trements.

This archer is a king. The Kushite cap
with double uraeus and diadem, the
cord necklace with three ram’s head
amulets, and the kilt are all royal

THE KINGDOM OF

attributes. A broad collar, earrings, and
upper armbands complete the jewelry,
and the figure wears sandals.

A layer of plaster was added to the
metal surface, which was roughened
with punches. Along with the differen-
tiated surface modeling, the plaster
served as a ground for the gilding that
covered the entire body, giving the
impression that the statue was made
of solid gold.

The statue was probably buried toward
the end of the pre-Christian era, per-
haps to protect it from enemy invasion.
By this time it had apparently already
lost a significant portion of its gilding,
for its date of manufacture was con-
siderably earlier. Stylistically, the figure
dates to c. 200 B.c., corresponding
directly with its stocky, extremely pow-
erful proportions to the tradition
favored by Napatan sculpture. The
facial features—especially the small,
pouting mouth—find their closest par-
allels in the reliefs of the precisely
dated Lion Temple of Musawwarat es-
Sufra.

The existence of this figure, found at
Tabo, far from the religious and politi-
cal centers, suggests that an equally
costly statue inventory once belonged
to the temples of Napata or the new
capital city of Meroe. But as the sort of
portable articles particularly favored by
temple thieves, such statues have not
survived the millennia.

Lit: Ledant, Orientalia 44 (1975): 234, pl. XXY, fig. 24;
Ch. Haystre, Tabo |; Statue en bronce d'un roi méroitique
(Geneva, 1986); Wenig, catalogue AiA Il, 84f,, fig. 63

244

NAPATA = ND MEROE

271
",24705,ancient_kingdoms_images/24705.png,True,
272,HEAD OF A STATUE OF A QUEEN,"Granite; H. 29 om,W. 24 om, Th. 32 cm","Khartoum, National Museum 24556","272 HEAD OF A STATUE OF A QUEEN

Granite; H. 29 om,W. 24 om, Th. 32 cm
From Meroe, town; Building KC 104

Excavations of the University of Calgary and the
University of Khartoum (P. Shinnie) 1976,

field no. 6682

Hervitic

Khartoum, National Museum 24556

The hairstyle identifies this head as a
female who, to judge from the over-life-
size format, may have belonged to the
royal family. The beard support at the chin
S Not unexpected, since Meroitic queens
Often wore the ceremonial beard as an
emblem of their royal status. With its
bulging eyes and full lips, the head belongs
stylistically in the first to second century
AD. Additional clues may be expected
from the forthcoming excavation report.
Lit: P. Shinnie, Herog (Warsaw, 1986), fig. 37

212

THE KINGDOM OF
",24556,ancient_kingdoms_images/24556.png,True,
274,STATUE OF A PRISONER,"Sandstone; H. 43.9 cm, W. 20.3 cm,","Khartoum, National Museum 24397","274 STATUE OF A PRISONER

Sandstone; H. 43.9 cm, W. 20.3 cm,

Th. 42 cm

From Tabo, Argo island

Excavations of the Fondation Blackmer—University
of Geneva, 1965-1967

Meroitic, beginning of the Christian era
Khartoum, National Museum 24397

Since the very beginnings of Egyptian
history, a diverse symbolic repertory for
representing the destruction of ene-
mies was an integral part of the reign-
ing king's ideology. Egypt's foes were
separated into three groups: Asiatics,
Libyans, and Nubians. With the
Nubians’ adoption of numerous motifs
from Egyptian art, this pictorial sym-
bolism finds its way into royal repre-
sentations of Napatan and Meroitic
art. From being enemy of a constantly
triumphant pharaoh, the Nubian ruler
has now risen to the position of king
himself. In Kushite temple reliefs, long
rows of enemies taken prisoner by the
king are sometimes modeled directly
upon Egyptian reliefs of the New
Kingdom. The temple of Amenhotep Ill
at Soleb is a good example, and many
other models for inspiration were
probably available on the New
Kingdom temple walls at Gebel Barkal.
Anachronisms creep into the scenes
because of this copy work, representa-
tions of peoples who have long since
disappeared from the historical stage.
In many scenes, however, the image of
the enemy is updated, with two
groups receiving particular attention: a
central African or Nilotic type, and an
ethnic group characterized by its coif-
fure of stiffly vertical, middle-length
hair. This second representation seems
to portray the Bedouin Bedja of the
eastern desert, who probably posed a
constant threat.

MEROE

On the basis of the presence of the
hairstyle described above, the prisoner
figure from Tabo belongs to this ethnic
group. He is shown kneeling with his
elbows bound behind the back. The
bonds run diagonally over the
hindquarters to the ankles, tying the
body up like a package. The feet are
crushed beneath the shins. The head
leans horizontally backward, and a
hole is drilled through the neck
between the collarbones, going down
to the base of the statue

Two reliefs on the back of the pylon of
the Lion temple at Naga (see fig. 43,
p. 266) provide the explanation for this
detail. A long, sharp lance has been
driven into the body of a bound pris-
oner shown in identical pose, and the
lion-god Apedemak sits upon it. The

274

statue proves that this motif was not
simply invented for relief representa-
tions but also formed Part of the deco-
rative program for temples, executed
in brutal three-dimensional realism.

Lit: Maystre, Kush 15 (1973): 197, pl. XXXVII; Wenig,
catalogue AIA II, 219, no. 140. Cf. also Kendall, Meroitica 15
(1989): 683-87, fig. I1a-f, pl.V; Tordk, Meroitica 10
(1984): 49-215

247


--- Page 251 ---
THE

215
",24397,ancient_kingdoms_images/24397.png,True,
275,FRAGHENT OF A THRONE BASE,"Sandstone; H. 16.5 om, W. 38.6 cm, Th. 47.6 cm","Khartoum, National Museum 24554","275 FRAGHENT OF A THRONE BASE

—,
Sandstone; H. 16.5 om, W. 38.6 cm, Th. 47.6 cm
From Meroe

Excavations of the University of Calgary and

the University of Khartoum (P. Shinnie), 1976
Heroitic

Khartoum, National Museum 24554

A relief figure of a captive is carved in
frontal view on the smoothed surface
of the stone. The elbows are bound
behind the back, the forearms extend-
@d to the sides. A band is placed
around the fingers, and straps cross
Over the shoulder and breast. The hair
is combed stiffly upward and tied with
a cord. The rest of the costume corre-
sponds to the details seen above in cat.
274. The captive is a Bedja, a Bedouin
of the eastern desert,

A hand is preserved on the edge of

KINGDOM OF NAPATA AND MEROE

248

both sides of the fragment, each one
likewise wearing a band around the
middle finger; these are the remains of
two additional prisoner figures.

Lit: Unpublished. On the enemy symbolism: ‘ Schoske,
Das Erschlagen der Feinde: Ikonographie und Stilistik der
Feindvernichtung im alten Agypten (Ann Arbor, 1994);
Kendall, Meroitica 15 (1989): 683-87, fig. Ila-f, pl. ¥,
Leclant and Clerc, Orientalia 58 (1989): 417-18, fig. 74;
Tardk, Meroitica 10 (1984): 49-215

216

--- Page 252 ---
THE Kit GDOM OF

ed 7-2 e3we Ss @ - eS sT7 aL

MEROE
",24554,ancient_kingdoms_images/24554.png,True,
276,FRAGMENT OF A THRONE BASE,"Sandstone; H. 15.9 cm, W. 34.5 cm, Th. 25.3 cm","Khartoum, National Museum 24557","276 FRAGMENT OF A THRONE BASE

Sandstone; H. 15.9 cm, W. 34.5 cm, Th. 25.3 cm
From Heroe

Excavations of the University of Calgary and
the University of Khartoum (P. Shinnie), 1976,
field no. 6162

Meroitic

Khartoum, National Museum 24557

This fragment belongs with cat. 275,
since it is of identical material and
thickness. Nine bows, symbols of
defeated enemies, are incised in two
sections on the top. The rounded

exterior preserves the heads of two
prisoners with ropes around their
necks. The profiled figure on the right
is a central African with tightly curled
locks, that on the left a Bedja in frontal
view, matching the representation on
the upper side of the fragment.

The block's rounded exterior corre-
sponds to the multi-stepped, rounded
throne pedestals found in many
Meroitic temples, such as those in
Meroe and Gebel Barkal and the Amun
Temple at Naga. These pedestals were
set up in temples for the king's

249

coronation visit (cf. cat. 265), and it
was probably here that he was pre-
sented before both the god and his
subjects.

Lit: Unpublished. On throne bases: Tomandl, Bertrage zur
Sudanforschung \ (1986), 149-56; idem, op. cit., 97-113

--- Page 253 ---
278
",24557,ancient_kingdoms_images/24557.png,True,
278,CAMEL FIGURE,"Bronze; H. 5.2 cm, L. 7.2 cm,W. 2.3 cm","Khartoum, National Museum 1950","278 CAMEL FIGURE

Bronze; H. 5.2 cm, L. 7.2 cm,W. 2.3 cm

From Meroe, northern cemetery, Pyramid N 5,
Chamber A

Harvard University—MFA Boston Expedition, December

1921, field no. 21-12-63
Meroitic
Khartoum, National Museum 1950

An innovation in Meroitic art, absent
from the Egyptian repertoire, is the
representation of the camel, both in
relief and three-dimensional sculpture.
The saddle placed on the back of this
example shows that it was used for
riding.

Lit: ACK W (Boston, 1957), 124f, fig. 82, 127, 212, pl.
XLIX.F; Lenoble, Archéologie du Nil Moyen 6 (1994), 113

OT LP sd Pree

see

--- Page 254 ---
Dee S 8
ST Dam
es bares

ap

as

Sei
sists

ey

Ua:

Ne UTS

¥

ade RS

oF

--- Page 255 ---
THE KINGDOM OF NAPATA AND MEROE

TEP SLM VAY’ 2

Wor ZS PSSEHDZBX/S
MP ISRIF GZ WARS 2,
EUJHDS VIR EFIBSY

CUBE 6212 1S SWORD
SI BX Ri7s Kw s &

WIZ, ALHVR YI SZYN IIT
>~S 245948 GK is Gy

WS 3103 8. SBP VCS GM
SW 44/20 BSA Si Sh
M2 27h a 2S 3 34
et aa $

Fig. 41. Cursive Meroitic inscription on the back pillar of the statue of Isis with the child Horus, Berlin 2258

252

--- Page 256 ---
KARL-HEINZ PRIESE

= or several millennia the high cultures of Nubia did
without a written form of their language, even
though they were probably well aware from their close
contact with Egypt of the diverse possibilities and uses of
writing. Except for personal names and place-names, no
attempts to write the Nubian language with Egyptian
hieroglyphs are known. Only in the second century B.c.
do inscribed monuments appear in the Meroitic region
displaying the language of the inhabitants in their own
script.

Meroitic is written by means of a “hieroglyphic”
and a “cursive” script; both contain a selection of
Egyptian hieroglyphic and demotic signs. The writing sys-
tem also derives from one of those already in use in
Egyptian texts of the kingdom of Napata for the writing
of non-Egyptian words. As evidence to suggest that such
a system might be used for the composition of entire
texts, we have from Egypt the example of a papyrus of
the Persian period with Aramaic texts in demotic script.
After the elimination of superfluous elements, such as
duplicate signs and determinatives, in the context of an
apparently well-conceived “reform,” the Meroitic writing
system (fig. 42) possessed fifteen consonantal signs, four
syllabic signs (for ne, se, te and to), and four vowel signs,
of which two designate the vowels i and o/u respective-
ly, one has an e or vowel-less value and one an initial e.
In medial position, a is not expressed by a particular sign,
although it is unclear if a consonantal sign without a fol-
lowing vowel sign must always be read as consonant
plus a. The similarity to the ancient Persian writing sys-
tem is noteworthy, although this need not indicate any
common dependence of “invention.” Between the
words, and even between grammatical elements, stands
a word divider; like the numerical signs, this is of
Egyptian origin.

Inscribed Meroitic monuments include a number
of royal texts (the oldest on a stela of King Taneyidamani

253

MEROITIC WRITING AND LANGUAGE

from around 100 8.c.); others are captions beside people
and deities in the wall scenes of pyramid chapels and
temples, as well as a great number of mortuary texts on
stelae and offering stones. There are also “pilgrim
inscriptions” on temple walls. Inscriptions carved in stone
(cat. 284) are also written primarily in cursive script, but
the form of their signs and their development clearly
show that this script was mostly intended for texts on
Papyrus and potsherds, of which only a few examples are
known. In addition to its use in religious contexts,
Meroitic was without doubt also the written language of
both the administration and of daily life.

The variety of preserved inscribed monuments is
SO great that we can assume both knowledge and use of
writing for a significant portion of the population. Since
the decipherment of the writing system by F. LI. Griffith
at the beginning of the twentieth century, a comprehen-
sive body of source material is now at hand for the
Meroitic Period of the kingdom. Its value, however, is
certainly weakened by the fact that the texts can be
read, but not translated. A few basic rules of the linguis-
tic structure are recognizable, showing that Meroitic
might belong to a group of northern Sudanese lan-
guages to which Nubian is also ascribed. But the chrono-
logical and genetic distance from these languages is sO
great that not much help can be expected by making
comparisons. The meaning of divine and personal
names, place-names, and individual titles can be
grasped, especially in those cases that stem from
Egyptian. Among these are words like annata (“priest”),
plamusa (“leader"" or “general""), and a very few addi-
tional nouns such as ato (""water""), at (“bread”), and
certain kinship terms such as wil (“to be someone's
brother”). The most accessible are the funerary texts,
with their fixed progression of formulae and series of
titles. But it is precisely the long royal inscriptions, in

--- Page 257 ---
AND MEROE

THE KINGDOM OF NAPA?.

©S g- Om 3S o ££ oeen
Rare nse k 64 at I

--- Page 258 ---
MEROi: iC WRITING AND

which narratives of historical events are to be expected,
that elude our every attempt at comprehension.

As a written language, Meroitic outlasted the end
of the state. The latest “historical” inscription belongs to
one of the post-Meroitic Nobade kings of the fourth or
fifth century a.p. (the inscription of Kharamadoye in
Kalabsha). Three Meroitic signs were adopted into the
otherwise Greek script of Old Nubian.

To expect to fill in this dearth of source material
from the kingdom of Kush with texts from contemporary
Egypt is a dim hope. But we could mention here the
Egyptian narratives of King Psametek II from the Twenty-
sixth Dynasty concerning his Nubian campaign of 591 8.c.
To these might be added the demotic graffiti on the walls
of Lower Nubian temples from the second to fourth cen-
turies a.b., which provide interesting glimpses into the

255

LANGUAGE

relations of the court in Meroe and the Meroitic ruling
class active in Lower Nubia to the cult of Isis in Philae.
An important contribution to our picture of
“Ethiopia” should be expected from Greek and Roman
authors. Fragments of such a picture are provided by
Herodotus; from the reign of Ptolemy II onward, writings
on “Ethiopia” are available, with participants in expeditions
to the south recording their observations. But with the
exception of isolated quotations from the works of Bion of
Soli (third century B.c.), these texts are, of course, all lost.
The same fate befell the works of the Greek geographers,
who were the first to evaluate these treatises for their
descriptions of the world. Only Eratosthenes is worthy of
mention here. Even the authors of the Roman Imperial
Period such as Strabo and Pliny are for our purposes little
more than preservers of an ancient corpus of quotations.

--- Page 259 ---",1950,ancient_kingdoms_images/1950.png,True,
289,Statue OF THE GOD AMUN,"Granite; H. 60 cm, W. 15.7 cm, Th. 20.5 cm","Khartoum, National Museum 1844","289 Statue OF THE GOD AMUN

Granite; H. 60 cm, W. 15.7 cm, Th. 20.5 cm
From Gebel Barkal, Temple B 700, Room B 704
Harvard University—MFA Boston Expedition,
March 1916, field no. 16-3-203

Meroitic, third to first century B.C.

Khartoum, National Museum 1844

The ram-headed Amun, the most
important deity of the Nubian/
Sudanese Nile Valley, can be traced as
far back as the Kerma Culture. This
remains the representation of choice
for the god in the Meroitic Period as
well, differentiated at the various cult
centers only by his crowns. This granite
figure once wore a separately mounted
crown on top of the low cylindrical
headpiece. The transition from human
body to ram's head is hidden by a tri-
partite wig. The typical horns of Amun
are visible on both sides of the head,
curving in a semicircular fashion
around the ears. The eyes were once
inlaid. The marginally differentiated
modeling of the body makes the previ-
ously suggested Napatan date unlikely;
a creation date during the Meroitic
Period is preferable.

Lit.: Reisner, JEA 5 (1918): 101; D. Dunham, The Barkal
Temples (Boston, 1970), 69, pl. LVI; Wenig, catalogue AVA Ul,
177, no, 89
",1844,ancient_kingdoms_images/1844.png,True,
290,STELA OF KING AMANIKHABALE,"Steatite; H. 20.3 cm, W. 18.9 cm, Th. 3.1 cm","Khartoum, National Museum 522","290 STELA OF KING AMANIKHABALE

Steatite; H. 20.3 cm, W. 18.9 cm, Th. 3.1 cm
From Meroe, Amun Temple

Oxford Excavations (Garstang), 1911

Meroitic, 50-40 B.c.

Khartoum, National Museum 522

Two gods sit back-to-back beneath the
winged sun-disk in the lunette of this
stela. On the left is the ram-headed

--- Page 276 ---
PANTHEON

REROITIC

THE

290

273

--- Page 277 ---
Amun, and on the right the goddess
Mut in human form. Amun wears a
feathered kilt and corselet, and on his
head appears the double-plumed
crown. Mut is shown with a winged
garment and the Double Crown above
a vulture diadem. While a star pattern
adorns Amun’s throne, a crouching
winged sphinx, reminiscent of the
Greek nemesis motif, appears on Mut's
throne. Each deity is faced by the fig-
ure of a king presenting a triple-tiered
broad collar. The fully preserved king at
right bears on his ankle-length cloak a
bird with outstretched wings in frontal
view. Between Amun and Mut stands a
tightly bound bundle of plants, whose
uppermost end seems to be attached
to Mut's crown. The beginning of the
first two preserved lines of text, written
in cursive script, reads: “King
[Amanikha]-bale. . . [for his] wife
Kaditede. . . .” The missing portion of
the stela is probably located on a frag-
ment in the Hermitage in St.
Petersburg (K.-H. Priese). The richness
of detail and powerful modeling place
this stela among the very finest exam-
ples of Meroitic relief sculpture.

Lit: PH Vil: 236; Garstang, LAAA 4 (1912): 47; Honneret

de Villard, Kush 7 (1959): 1021, pl. XXV; Hintze, Kush 9
(1961): 2786, f. Hintze and U. Hintze, Alte Kulturen im
Sudan (Leipzig, 1966), 29, pl. 125; P. Shinnie, Heroé:

A Civilization of the Sudan (New York—Washington, 1967),
220, pl. 32; Wenig, MIO 13 (1967): 17; 1. Hofmann, Studien
zum meroitischen Konigtum (Brussels, 1971), 58, pl. 8c;
Wenig, in Cl. Vandersleyen, “Das alte Agypten,” Propylien
Kunstgeschichte 15 (Berlin, 1975): 423, pl. 427b; idem,
catalogue AVA Il, 201, no. 122; REM 1038 (HNL 3 [1969]: 4)

aa a RS. aan

THE KINGDOM OF
",522,ancient_kingdoms_images/522.png,True,
294,STATUE OF A RAM,"Sandstone; H. 110 cm, L. 141.5 cm, W. 61 cm","Khartoum, National Museum 27498","294 STATUE OF A RAM

NAPATA AND MEROE

Lit.: Catalogue Staatliche Sammlung Agyptischer Kunst
(Munich, 1976), 229, no. 143

294>

Sandstone; H. 110 cm, L. 141.5 cm, W. 61 cm
From Naga, avenue of rams in front of the Amun

Temple (100)
Meroitic, beginning of the Christian era
Khartoum, National Museum 27498

Only by accident has this monumental
ram figure joined the Sudan exhibition.
It belongs to an ensemble of twelve
identical ram statues lining the proces-
sional approach to the Amun Temple
at Naga. Six were set up before the
kiosk at the upper end of the ramp,
and the other six between the kiosk
and entrance portal to the temple. One
of the statues was stolen in 1992, but
recovered soon after in the desert
south of Atbara. After being brought
to the Museum in Khartoum, it under-
went restoration, since the right side
had been intentionally damaged.
Before being returned to Naga, where
it will be set up once again in its origi-
nal location as part of the restoration
efforts by the Berlin Naga Expedition, it
was added to the Khartoum loan
objects for the exhibition.

The treatment of the ram‘s pelt with
spiral curls appears in the much coars-
er Meroitic ram figures at the entrance
to the Amun Temple at Meroe. The
ram figures of the New Kingdom from
Soleb (cat. 141) and those of Taharqo
from Kawa treat the pelt as drop-
shaped tufts, Beneath the ram’s face
stood—as at Soleb (cat. 141)—a
standing royal figure, protected by the

--- Page 280 ---
271

‘|


--- Page 281 ---
KINGDOM OF NAPATA AND MEROE

THE

295

278

--- Page 282 ---
THE NWN: 2 O0ITIe

god. This was doubtless Natakamani,
the builder of the Amun Temple.

Lit: PM Vil: 270; Lepsius, Denkmaler Y, 71 (a—);
cf. Hofmann and Tomandl, Beitrdge zur Sudanforschung \
(1986), 58-78
",27498,ancient_kingdoms_images/27498.png,True,
297,STATUE OF A MONKEY,"Sandstone; H. 22.6 cm, W. 11.6 cm,","Khartoum, National Museum 24569","297 STATUE OF A MONKEY

Sandstone; H. 22.6 cm, W. 11.6 cm,

Th. 17.8 cm

From Meroe, Temple M 720, Room A, level 2
Excavations of P. Shinnie, 1974—75, field no. 5661
Meroitic, beginning of the Christian era

Khartoum, National Museum 24569

In Egyptian religious iconography the
monkey is a commonly occurring form
of the god Thoth. This deity appears
frequently in the reliefs of Meroitic
pyramid chapels in the scenes of the
judgment of the dead (shown with an
ibis’s head), but is otherwise relatively
rare in Meroitic iconography. Caution
is perhaps advised in identifying this
monkey sculpture with Thoth since it is
apparently shown with arms
upraised—a pose frequently found on
monkeys associated with and praying
to the sun-god.

Lit: Wenig, catalogue Aid II, 90f., 225, fig. 72; idem,

in Festschrift E. Edel Agypten und Altes Testament |
(Bamberg, 1979), 425, pl. 7, fig. 10, 11; Hofmann and
Tomandl, Beitrage zur Sudanforschung, Beiheft 2 (1987), 124

280

NAPATA AND MEROE
",24569,ancient_kingdoms_images/24569.png,True,
298,HEAD FROM A STATUE OF THE,"Painted sandstone; H. 62 cm, W. 27.1 cm, Th. 30.4 cm","Khartoum, National Museum 24564","298 HEAD FROM A STATUE OF THE
GOD SEBIUMEKER

Painted sandstone; H. 62 cm, W. 27.1 cm, Th. 30.4 cm
From Meroe, Temple KC 102

Excavations of P. Shinnie, 1976, field no. 6420

Meroitic, beginning of the Christian era

Khartoum, National Museum 24564

Monumental divine statues often
flanked the portals of Meroitic tem-
ples. This large sandstone head with
traces of yellow pigment and red pre-
liminary outlines probably once
belonged to such a statue. The taper-
ing beard, oval in section, provides
clear evidence for a divine, rather than
a royal, representation. The Double
Crown with uraeus and a typical bulge
in the center is worn by the god
Sebiumeker, a purely Meroitic deity
unattested in Egypt.

298 >

Lit: P. Shinnie, Meroitica 7 (1984): 503; idem, Meroé
(Warsaw, 1986), fig. 35

--- Page 284 ---


--- Page 285 ---
THE

KINGDOM

282

0

F

NAPAT: AND MEROE
",24564,ancient_kingdoms_images/24564.png,True,
299,UNFINISHED STATUE OF THE GOD SEBIUMEKER,"Sandstone; H. 27.1 cm, W. 7.1 cm, Th. 8.6 em","Khartoum, National Museum 62/9/101","299 UNFINISHED STATUE OF THE GOD SEBIUMEKER

Sandstone; H. 27.1 cm, W. 7.1 cm, Th. 8.6 em
From Wad Ban Naga, Palace

Excavations of H. Thabit—J. Vercoutter 1959-60
Meroitic, beginning of the Christian era
Khartoum, National Museum 62/9/101

The unfinished condition of this sand-
stone figure has led to wide specula-
tion. The trunk-like appendage on the
face may resemble an elephant, and
based on this vague association the
figure has been seen as evidence for
contact between the Meroitic
Kingdom and India. The role of the ele-
phant as Meroitic royal animal is well-
attested (cf. cat. 277), but it does not
appear in religious iconography; more-
over, the trunk is too short to represent
an elephant. All this speculation is
pointless, since the overinterpreted ele-
ment is quite simply the divine beard
which, like the entire figure, is unfin-
ished. An uncarved, unfinished bridge
leaves nose and beard connected. The
form of the crown identifies the figure
as the Meroitic god Sebiumeker
(cf. cat. 298, 300).

Lit.:Vercoutter, Syria 39 (1962): 285, fig. 14; Lectant,
Orientalia 33 (1964): 386, pl. L, fig. 38; P. Shinnie, Meroe:

A Gwilization of the Sudan (New York—Washington, 1967),
113; Hofmann, JEA 58 (1972): 245; idem, in Studia tnstituei
Anthropos 23 (St. Augustin, 1975): 139f., fig. 6; Wenig,
catalogue AiA Il, 176; idem, in Festschrift E. Edel, Agypten
und Altes Testament | (Bamberg, 1979), 420—31, pl. 5;

Hofmann and Tomandl, Beitrage zur Sudanforschung, Beiheft
| (1986), 76

--- Page 286 ---
THE BR XROITIC PANTHEON
",62/9/101,ancient_kingdoms_images/62-9-101.png,False,ancient_kingdoms_images/62-9-101.png
