Book Reference No,Description,Material,Museum Reference No,Citation
8,Grinding stone,Sandstone,SNM 31188,"8 Grinding stone Sandstone Sai Island. Site 8-B-11, Level 6 Early to Middle Palaeolithic Transition, c. 200,000 years ago L141 mm. W 63 mm. Th 34mm SNM 31188 Fragment of a grinding stone made of local Nubian sandstone and deliberately shaped into a circular form. It was found lying on one of its flat faces. The exposed face was stained with particles of manganese and calcite asa result of later soil formation. Sediment can be observed adhering to this face as the object has not been cleaned since its recovery during the excavations. The grinding stone will be analysed microscopically in order to detect specific wear patterns and, eventually, Organic or mineral traces of the substances that were ground with this tool, Besides grinding stones, other tools relat- ing to grinding activities have been found in the Sangoan levels at Site 8-B-11. There are several examples of rubbing stones with smoothly polished surfaces that were hand- held and used to grind vegetal substances. On one of them, the polish was found to include mineral particles of different grass species. There are also spherical objects, known as bolas, which may have been used as pecking tools for the grinding stones. PyP Van Peer et al. 2003"
9,Pebble with streaks of pigment,Chert,SNM 31185,"9 Pebble with streaks of pigment Chert Sai Island, Site 8-B-] 1, Level 6 Early to Middle Palaeolithic Transition, c. 200,000 Years ago L58 mm, W 31 mm, Th 19mm SNM 31185 This pebble was found amongst a dense concentration of raw ochre Jumps, It is the only example from Site 8-B-11 so far on which both yellow and red pigment appear to have been smeared. The flat face of the Pebble shows the presence of a central, dis- Continuous patch of red and a large patch of yellow is present in the upper left part. It is impossible to tell if these colour patches result from pigment processing activities or if they were consciously applied here, In the latter case, this object may have to be con- Sidered as a ‘work of art’, Hence, except for the heavily debated Berekhat Ram figurine from Israel, this would be the earliest evi- dence of artistic expression preceding a recently reported engraved ochre stick from Blombos Cave, South Africa, by about 130,000 years. PvP Van Peer et al. 2003"
10,Red and yellow pigments,Iron oxide,SNM 31187,"10 Red and yellow pigments Iron oxide Sai Island, Site 8-B-11, Level 6 Early to Middle Palaeolithic Transition, c. 200,000 years ago SNM 31187 The earliest Sangoan level at Site 8-B-11 exhibits some of the world’s earliest clear evi- dence for the exploitation of red and yellow iron oxides, and black manganese oxide and their processing into pigments. Numerous lumps were found in this level. The iron oxides were exploited from the Nubian sand- stone bedrock in the site's vicinity and trans- ported to it as lumps of variable dimensions. Here, four lumps are exhibited representing various stages of the manufacturing process. These include an unworked piece of yellow iron oxide, a fragment of yellow ochre showing chipping on its sides and rubbing striations on one of its faces, a red ochre with | | i i | i i i 9.10, 11 rubbing striations and a completely smoothed red ochre fragment, created as a result of intensive rubbing. It is unknown what the pigments were used for, but it seems likely that it was, at least on occasion, in the context of symbolic activi- ties. As in other African Middle Palaeolithic sites, yellow pigment lumps are by far the most numerous which seems to indicate a preference for yellow colours. PvP Van Peer et al. 2003"
11,Pebble with wear polish,Chert,SNM 31186,"11 Pebble with wear polish Chert Sai Island, Site 8-B-11, Level 6 Early to Middle Palacolithic Transition, c. 200,000 years ago L 60 mm, W 32 mm, Th 21 mm SNM 31186 This small chert pebble was found underneath the large grinding stone (cat. 7) in Level 6. On top of its natural gloss, resulting from ae transportation in the Nile river bed, one of its faces shows a very intensive polish. This polish, with parallel striations, is undoubtedly the result of the pebble’s use by humans. Chert pebbles showing an association of clearly contrasting colours, such as red and black in this case, are extremely rare in the natural gravel deposits which were exposed at the site during the early Middle Palaeolithic occupation. Nevertheless they occur quite frequently in Level 6 and it is, therefore, likely that they were deliberately selected from the wider environment. As some of them show adhering particles of ochre, their use seems to be related to pigment processing. This, in turn, suggests that pigment processing may have had ritual connotations. PvP Van Peer et al, 2003 --- Page 32 --- SUDAN: ANCIENT TREASURES 29 TriE SAGGAI REGION ISABELLA CANEVA he site of Saggai was excavated between 1979 and 1981, and again in 1990.! One of the prehistoric settlements which line the right bank of the Nile, about 40 km north of Khartoum, it was the first such site to be excavated after A.J. Arkell’s archaeological discoveries in the area. It revealed a cul- ture similar to that of the Khartoum Hospital site? and was carbon-14 dated to c. 5700 sc. The site consisted of an extensive dwelling area, with abundant settlement remains such as artefacts and food residues, scattered in a 600 mm-thick archaeo- logical deposit. Human burials were found in all test pits, as in all other such sites, which suggests that burials in these cultures were commonly associated with the dwellings. Chronologically on the borderline between the Palaeolithic and Neolithic, this culture is characterized by peculiar technological achievements, which include its pottery production and a complex settle- ment and territorial occupation. The earliest pottery is, quite unexpectedly, of very high technical quality (thin-walled, well fired) and aesthetic appearance (intensively and finely decorated with impressed motifs), The decoration covers the whole surface, from the rim to the round bottom, on most of the pots. The motifs, which vary according to the technique and tool used, are either widely spaced or packed, or arranged in bands, with different designs sometimes alternated. Implements include a wide range of bone artefacts (harpoons, perforators and handles), grind- ing stones and a large number of geometric microliths to be hafted into composite tools. Hunting and fishing were the main strategies for food procurement, as is attested by the tools and bone waste. Human bone pathology and chemistry suggest that the Saggai people consumed fish, molluscs and meat. Sedentariness and pottery-making in non-food pro- ducing societies are among the most notable peculiari- ties of African prehistory. The combined presence at Saggai of pottery and grinding equipment, which are quite common throughout the Sahara and Sudan well before the adoption of any form of food production, should not be taken as an argument for the presence of agriculture. The absence of botanical evidence and low ecological probability speak against it. The earliest post- Palaeolithic hunter-gatherers were defined in Sudan as Mesolithic because of their sedentary sites which lay close to the river, and because of their heavy depen- dence on riverine resources, as shown by food residues. These cultures, dated in this area to between c. 6000 and 4100 sc, were basically settled along the Nile but used the hinterland as a complementary hunting terri- tory as well as a supply area for raw material for their grinding equipment. Besides this rather ordinary site catchment, however, these groups were recently dis- covered to have established an exceptionally complex settlement pattern in the area. This system comprised functionally specialized settlements distributed over a vast territory, which extended from the Nile to at least"
12,Beads,Ostrich eggshell,SNM 31259,"12 Beads Ostrich eggshell Saggai. no. KAH.L4c/3 Mesolithic, ¢. 5500 ec D6-9 mm.Th 1 mm SNM 31259 The earliest necklaces uncovered in Sudan are composed of these thin, disc-shaped beads. Most were carved out of ostrich eggshell fragments which were perforated with a lithic borer and strung together before being shaped into discs. Some, which are not, however, distinguishable with the naked eye, were made of fine-grained limestone. Such beads were frequently found in Mesolithic deposits, though never in specific funerary contexts, which suggests that they were used in daily life. IC Zarattini 1983, 244"
13,Harpoon,Bone,SNM 31258,"13 Harpoon Bone Geili, no. GE1.D4.4 Mesolithic, c. 5500 zc L130 mm, W 23 mm. Th 10 mm SNM 31258 This almost complete bone harpoon was found in the deposits of the Neolithic site of Geili, but is probably to be ascribed to a Mesolithic occupation of the site. This type of Weapon Was one of the most characteristic elements of the hunting toolkit of the early riverine sites, Though fragments are frequently found, complete harpoons are extremely rare as they easily broke while being used to catch big fish or other game. This example has a long butt. Harpoons, with up to four barbs on one side only, have been found at other Mesolithic sites, such as Khartoum Hospital (Arkell 1949a, 75). The notch was probably designed to prevent the rope from slipping off the harpoon. IC Caneva 1988, 138"
14,Lunate lithics,Quartz,SNM 31257,"14 Lunate lithics Quartz Kabbashi, no. TAM.CSW.2a Mesolithic, c. 5500 gc L 20-30 mm. W 8-12 mm, Th 2-4 mm SNM 31257 Crescent-shaped microliths were the most typical lithic elements produced during the Mesolithic. They were struck from small, round pebbles, usually of rolled quartz, which were found scattered on the surface of the desert, and retouched into different geo- metric shapes, Microlithic lunates, triangles and trapezes were inserted into wooden or bone shafts in various serial combinations to obtain composite tools, most of which con- sisted of hunting weapons such as arrows or harpoons. IC Caneva et al. 1993"
15,Potsherds,Ceramic,SNM 31256,"15 Potsherds Ceramic ; 22; KAB S2 Kabbashi, nos SAG.E(16);TAM.M2; A1.E2; KA Mesolithic, c. 5500 ne Le.43 mm, We. 55mm SNM 31256 Sudanese Mesolithic pottery is one 0 - earliest instances of pottery in the world, 8 ; is one of the rare examples produced va hunter-gatherer context. It is cae by a high quality of shaping, firing ane deco * tion, with thin walls and fine-grained “ with inclusions of small grains of a > This early pottery displays a wide variety . decorative techniques made with a range different motifs and tools. The ae covered the whole surface on most of a pots, from the rim to the round baie ; motifs vary according to the technique an tool used — they are either widely spaced . packed, or arranged in bands, with ie designs sometimes alternating. A study of t ‘ earliest decorative techniques has shown ~~ independent pottery-making traditions ar in the Nile Valley and the Sahara. f the --- Page 34 --- EL-BARGA MATTHIEU HONEGGER"
17,Palette and grinder,Stone,SNM 31139,"17 Palette and grinder Stone El-Barga, southern sector, Grave 8 Mesolithic or early Neolithic L72 mm, W 54mm, Th 5 mm L28 mm, W 38 mm, Th 20 mm SNM 31139A-B respectively Some of the adult graves of el-Barga have yielded partially polished flat pebbles with slightly concave centres, These correspond to the prototypes of make-up palettes, a similar example having been discovered in a domes- lic context with traces of haematite, Some- limes the palettes are found together with small spherical grinders, Their extremities 17 often show traces of polishing or percussion similar to the finish found on more recent examples such as Pre-Kerma palettes (cat. 47). Make-up palettes, which can attain a high degree of sophistication, are common in Neolithic and protohistoric graves (Reinold 2000a, 58, 64; Nordstrém 1972, pl. 54). In comparison, the examples of el-Barga, which are usually placed near the stomach of the bodies or by their sides, are still rustic, but are some of the oldest examples found in the Nile Valley. MH SUDAN: ANCIENT TREASURES"
18,Bracelets,Ivory,SNM 31128,"18 Bracelets Ivory El-Barga, southern sector, Graves 18 and 22 Mesolithic or early Neolithic L65 mm, W 58 mm. Th 12mm L62 mm, W 61 mm, The. 12mm SNM 31128A-B respectively The two bracelets presented here are of hippopotamus ivory; their dimensions and other characteristics are similar. Relatively thick, one of their facets still presents the sur- face of the original canine, which is of an impressive size, and must have belonged to a very large hippopotamus. The bracelets have been made from the tooth cut longitudinally rather than being cut as a cross section. They were then perforated and partially polished. This type of bracelet is found both in adult and infant graves. These thick examples were found by the wrists of the skeleton, but the finer pieces could also be worn at the biceps. Ivory bracelets are common in burials along the Nile Valley. Amongst others, they have been found in the Neolithic graves at Kadruk (Reinold 2000a. 79), in Neolithic or Predynasy tic burials in Upper Egypt (Brunton ane Caton-Thompson 1928), in A-Group con» texts (Nordstrém 1972, 127) and at Kermz (Bonnet 1990a, 180). MB 35 --- Page 37 --- 34 SUDAN: ANCIENT TREASURES"
20,Female anthropomorphic,Terracotta,SNM 26970,"20 Female anthropomorphic figurine Terracotta El-Kadada, Cemetery C, Grave 95, KDD 85/95/1 Neolithic, middle of fourth millennium se H 68 mm, W 23 mm, Th 22 mm SNM 26970 With one exception, these Neolithic female figurines are always stylized representations of the human body (cf. cats 272-3). The limbs are not depicted and the ‘base’ of the body is flattened. Always of small size, these figurines were conceived according to the principle of a curvilinear arabesque composi- tion of joining ovals. The heads are small and the hair, here represented by a pecked cap, is always shown. The navel is always depicted, although the reason for this is unknown. Incised grooves around the neck undoubtedly represent necklaces (one example also shows two small holes, by the location of the arms that were intended to hold in place a string of ostrich eggshell beads); those at the level of the pelvis seem to correspond to tattoos or to decorated clothes, Figurines of this form are the most fre- quent type found at el-Kadada, although they are not found elsewhere in Nubia. The closest stylistic Comparisons are in Saharan rock art. particularly at Messak. The female represen- tations there show the same kind of hairstyle and the robes they wear have the same flat- tened cylindrical appearance. JR Reinold 2000a, 80, 138, no. 37: 2000b, 17, no. 37: 2003b, 247, no. 214: Wildung 1997, 18, no. 3: 1999, fig. 13"
21,Comb,Elephant ivory,SNM 26870,"21 Comb Elephant ivory Kadruka. Cemetery KDK 1, Grave 104, KDK1/104/1 Neolithic, first quarter of fifth millennium sc L91+mm. W 41 mm. Th 12.4mm SNM 26870 This comb was probably made from an ele- phant tusk that was sawn off and then pol- ished. The distal side is broken but originally had seven tines of which only the bases remain. They were slightly oblique in relation to the longitudinal axis of the piece. Elephant 45 --- Page 49 ---"
23,Female anthropo,Terracotta,SNM 26895,"23 Female anthropo figurine Terracotta El-Kadada, Cemetery C, Grave 9 Norphic *Kpp76/9/2 Neolithic, middle of fourth Mille Nium se H 89.8 mm, max. D 40.7 mm SNM 26895 Figurines such as this, deg, : a tk 24 principle of the circle, are a ae along curring then» Reinold 1994b, 80, no. $1; 1998, fig. 6; 2000a, 78, fig. 137, no. 12: 2000b, 13, no. 12: 2003b, 195, no. 118"
25,Female anthropomorphic,Terracotta,SNM 28680,"25 Female anthropomorphic figurine Terracotta Kadruka. Cemetery 18, Grave 5, KDK18/5/1 Neolithic. secong quarter of fifth millennium se H80mM. W 6) mm, Th 42mm SNM 28680 This is the Only example of a figurine fash- ioned from a small ball of clay and simply left to dry. It Was shaped by attaching round balls of decreasing size together by means of a concave Object, and is prolonged by a kind of cylinder, forming the neck and ending with a small excrescence that represents the head. A simple swelling denotes the chest. while the breasts are not indicated. The significance of these female figurines and their presence in the graves has given rise to several theories. However. in the absence of any written sources or specific information about the religious beliefs of these cultures. one has to be very cautious in interpreting them. Whilst always in a funerary environ- ment, they have been found in different contexts — in graves of children, women and men, some rich in grave goods, though occa- sionally they were the only such object in the grave. The only certainty is that the schemati- zation of the human body is not due to a lack of skill of the artist (one figurine is made in such a realistic fashion that it has formed the basis of an anatomic-physiological lecture). but to the desire to produce a symbolic repre- sentation of it. JR Reinold 2000a, 78, fig. 138, no. 40; 2000b, 17, no, 40 47 ri } , 1 f --- Page 51 --- 2% Bawllauaier Treraseitta Kadbralize Comber 1 Qrestee 2a MU LY LN 33 ecatigcf peiiveitnaninanrs:: never’ wiHiemmouth—~tie categemy off teosalbs. sitet its cows toy svalll penftenatiionss, meade ease a tise itstustiven teswenedts tthe estunitor, Uae caliee Oly with ca sick tits Skea tthe it was: ediassee trite. OT exrey colt tts walls beawce Ueto sme mestbasl, Wesco ists ty tthe Tiare Lj est lchow itt om tthe eostustion. anal caste EBA Tc ties oft angular Ise sey incite, five ich one tore mums along, ibe ltp cl tae Ti andj eoht lbdtowitten the-estuniien. Onrase again, thits tyne off wes is emresduen Ftc off Comrdueny WADI ale Wedel. In bce Ceasstucett of tthe Marrone Nico bbc: itt welt xe Rah ats @ Snaiinvor used im the predecttion off ers, Whe Paced terete itt vyrens Sheserncl Hilkeal witty allt coves melt pperomits as tro Slonmnselate: erry Hypnpthasits albesut its furastion. In commas fiom titentidh benitll off a abiltlolf albert tan youns; off age, WHildh alla yitdbdtel foxes poets itnsdbasdiinyy aa aalvifiowm leaker, a lberanilum, a cosmetic Cannihwor wonuibing a wory lkesrg, andl thin mesle ass wall ae; medkadbite pposdter andl a aompoilte tad] with minnaliitts;. Wiss Iestt AUbpat, containlly nest use lhy a Ohi of ton, dhowstitattingonlsphacdiin the grass wane Aiesonlhytttellingandi testi Mell tro tibenanlkell Htedhestiansithaitryssiliion withhimsasiiony. pr RincMUIBH Ab Bh ny. Di MMe NIB. No lS"
29,Grindstone,Sandstone,SNM 31149,"29 Grindstone Sandstone Kadero. Grave 202, no. 202/3 Neolithic Quern (lower grindstone): L 320 mm. W 230 mm. Th 60 mm: small (upper ?) grinding stone or palette: L131 mm, W 87 mm. Th 26mm SNM 31149A-B This is the only example of a lower grindstone found intact at Kadero thus far. It has a regu- lar shape and its working surface bears traces of delicate pecking. undoubtedly to make it grind better. The upper grinding stone or palette seems to have two working surfaces, which may indicate that this object served two functions. As its upper surface is finer than the lower one, this seems to point to its use as a palette. LK --- Page 55 --- ur Nm SUDAN: ANCIENT TREASURES"
30,Cup,Ceramic,SNM 31147,"30 Cup Ceramic Kadero, Graye 203, no, 203/1 Neolithic H130mm; rim: D87mm SNM 31147 max. D 107 mm; base: max. This is a flat- The rim is d the outer su bottomed cup without a handle, €corated with incised lines and rface with four horizontal rows of ngles, The underside of the base is decorated With three ‘boyy’ and inner Surfaces are light Patches. The Pot was orj fragments, This is an aty Khartoum N -like lines, Outer brown with dark ginally found in Pical form for the Colithic. So far, only two such pots, almost identical to each othe and decoration, have been foun Neolithic cemetery at Kadero. This r in form d in the pot should perhaps be dated to the beginning of the Late Khartoum Neolithic, LK"
31,Bowl,Ceramic,SNM 31148,"31 Bowl Ceramic Kadero, Grave 220 Neolithic H 140mm, max. D126 mm;rim:D 120 mm SNM 31148 A deep bow! with a rounded base, the entire outer surface, including the base, is decorated with a design Consisting of small impressed . The outer and inner surfaces are light brown with darker patches. The pot was Originally found in fragments and isa typical form both in shape and decora- tion for the Khartoum Neolithic, LK dots and short triangles --- Page 56 --- Labs a i THE WADI HOWAR FRIEDERICKE JESSE"
35,Harpoons,Bone,SNM 31234,"35 Harpoons Bone Jebel Tageru 84/34 Sixth-filth millennia ne L42-70 mm SNM 31234 Bone harpoons are rare in the Wadi Howar region. It is only at Jebel Tageru 84/34 that several fragments have been found (Jesse 2003, 255). The unilaterally and bilaterally barbed harpoons were made out of the long bones of large mammals. The harpoons pre- sent a flat oval cross section and have three or four barbs, Harpoons were used for hunting aquatic game such as hippopotamus and crocodile (Kuper 1988, 136), and for fishing. They are widespread on sites of the early pottery horizon throughout the Sahara (see Sutton 1974), thus their rare occurrence in the Southern Libyan Desert is surprising. Harpoons found on sites of the Early Khar- toum Horizon in Sudan are usually unilater- ally barbed (e.g. Saggai: Zarattini 1983, 246; Khartoum Hospital: Arkell 1949a, 75: Atbara Region: Haaland 1995, 130). FJ Kuper 1988, 135, fig. 6.5; Jesse 2003, 255"
37,Microliths,"Chalcedony, jasper",SNM 31301,"37 Microliths Chalcedony, jasper Djabarona 84/13 Fourth-second millennia pc L5-13 mm, W 6-19 mm SNM 31301 The twelve microliths are transverse arrow- heads. The wide range of forms includes small lunates, triangular and tanged types as well as numerous transitional forms (Keding 1993, fig. 2). The sharp sides were the cutting edges of the arrowheads, while the retouched sides guaranteed firm hafting in wooden shafts. They are made of fine-grained stone, mainly chalcedony and jasper. These raw materials are found in the adjacent moun- tainous areas and thus indicate middle- distance transportation or trade with people from Jebel Tageru to the south, Jebel Rahib to the east, or the Ennedi Hills to the west. Transverse arrowheads were usually used for weapons, However, in the context of the cattle-keeping groups of the Leiterband Horizon, where remains of hunted animals are almost never found, they may also have been used to pierce the veins of the animals to extract blood, Today, the ‘bleeding’ of cattle is a widespread practice among cattle keepers in East Africa where blood is sometimes an important nutritional supplement (Dahl and Hjort 1976, 172 ff; Evans-Pritchard 1937,"
38,Darfur-type axes,Trachyte,SNM 31302,"38 Darfur-type axes Trachyte Djabarona 84/13 Fourth-second millennia sc L121 mm; edge: W 72 mm; neck: W 43 mm L71 mm; edge: W 52 mm; neck: W 45 mm SNM 31302 The characteristic form of Darfur-type axes is dominated by a broad groove for halting purposes and a mushroom-shaped or hemi- spherical neck. One axe has a sharpened and partly polished cutting edge, while the other is rounded for use as a hammer. They are made of a greenish, fine-grained, homoge- nous stone (trachyte). Chips on the edges and necks are the result of being used on hard material. Ground axes of the Darfur type are a spe- cial feature of Leiterband assemblages (Kuper 1981, fig. 4.3). They were probably primarily used for woodworking, but their function as prestige items cannot be excluded. Their dis- tribution is concentrated in the Wadi Howar region and the south-eastern Sahara (Keding 1997a, 192-5; Kuper 1981, 273). BK Keding 1996, figs 5.4, 5; 1997a, pls 74.1, 2 38"
39,Leiterband pot,Ceramic,SNM 31303,"39 Leiterband pot Ceramic Djabarona 84/13 Pourth-second millennia ye 120mm: rim: D105 mm, Th 3 mm SNM 31303 This restored spherical vessel of the Leiter- band Horizon is an extraordinarily fine, care- fully made piece. The red-brown colour, thin walls, sand-tempered matrix, simple rounded rim and globular shape fit well into the usual spectrum of Leiterband pottery, Decoration sometimes covers the entire body of the vessel. The rim zone is decorated with a wavy band consisting of opposed rounded impres- sions that are typical of the Leiterband Hori- zon. Body and base are covered with narrow impressed Leiterband patterns, interrupted by two long polished triangular zones. Each tri- angle is embellished by a single rosette made of Leiterband ornaments. A similar rosette decorates the centre of the rounded base. The polished surface of the vessel, as well as the more varied and complex arrangement of the decoration, suggests that the pot had more than a purely utilitarian purpose. Like most of the well-preserved pottery fragments of the Leiterband Horizon, it was found in an eroded pit together with numerous cattle bones. This unusual association, found on some sites in the Wadi Howar region, may have had a ritual significance (Keding 1997a, 204-40). BK Keding 1989, 35; 1997a, pl. 70.2"
40,Leiterband pot,Ceramic,SNM 31304,"40 Leiterband pot Ceramic Djabarona 80/86 Fourth-second millennia sc H175 mm; rim: D 100 mm, Th 3 mm SNM 31304 This complete, restored vessel is a typical Leiterband pot. The very homogenous thin- walled ware is of high quality. It is character- ized by careful surface treatment, an almost exclusively inorganic temper consisting mainly of sand, and it was constructed using the coil technique. The round-bottomed egg- shape with no neck restriction and a non- modelled rim is a characteristic pot form of this period, As in this case, many Leiterband pots were decorated from rim to base. Typi- cal patterns are Leiterband ornaments, impressed in the rocker-stamp technique with a gap-toothed implement and arranged in narrow horizontal bands, While other patterns related to the Leiter- band complex have also been found in the Nile Valley, the distribution of the eponymous decoration of this cultural horizon is restricted to the Wadi Howar region and adjacent areas to the west as far as Mali (Commelin 1983, pl. LIV, 3-7; Keding 1997a, fig. 74). Detailed analysis of the pottery of the Leiterband Horizon suggests a common origin with the Khartoum Neolithic of the Nile Valley, fol- lowed by a more local development which seems to have become more and more orientated towards the western areas (Keding --- Page 62 --- a a 39,40 1998). The people who used the Leiterband pottery were the first cattle herders in this region. They lived in an area climatically favourable for an economy based on cattle, fish and wild grains, BK Keding 1989, 35; 1993, fig. 3.5; 1996, fig. 8.5; Kuper 1981, fig. 1; 1986, fig. 1; Richter 1989, fig. 6.2"
41,Handessi A pottery,Ceramic,SNM 31230,"41 Handessi A pottery Ceramic Djabarona 80/79 End of third millennium pe Body sherd: Th 6 mm; rim sherd: D220mm, Th6mm SNM 31230A-B These two fragments belong to vessels of globular shape. Rounded quartz grains and organic material have been added as non- plastic components in the fabric. The surface is well smoothed, even slightly polished. The colour of the surface is black in one case, brown in the other, Both vessels exhibit the triangular impressions made with a single Pronged implement, typical for the decoration of Handessi A potlery. Single rows of triangu- lar impressions are combined with small bands of oblique comb impressions, The wall zone is decorated with complex geometric patterns made by incision and then filled with simple comb impressions. In one case a rhombus- shaped pattern is visible (Kuper 198 1, 268-9). The pottery design Style of the Handessi A SUDAN: ANCIENT TREASURES Horizon finds its parallels in areas further north in the Laqiya region, and in the pottery of the C-Group and the Kerma culture of the Nubian Nile Valley (Keding 1998, 10). F Kuper 1981, 268, 269. fig. 39.1"
42,Upper and lower grinding stone,Sandstone,SNM 31141,"42 Upper and lower grinding stone Sandstone Upper grinding stone Djabarona 80/80 Date unknown L135mm, W97 mm Lower grinding stone Wadi Shaw 82/29 End of third millennium sc L490 mm, W 290 mm. Th 34mm SNM 31141 The upper grinding stone is made of a grey silicified sandstone. It has a triangular cross section. The large, flat lower grinding stone is of approximately oval shape and made of a yellowish silicified sandstone. Two perfora- tions have been drilled from both sides indicating that this piece might have been transported. Grinding stones were certainly used for plant processing. The simple pres- ence of grinding stones on archaeological sites is, however, inconclusive concerning the question of domesticated agriculture, as wild grasses can also be processed. Besides plant processing, grinding equipment can be used for various purposes, for example, to crush colour pigments or for clay processing during pottery production (Schén and Holter 1988, 159). Fy --- Page 63 --- # ANCIENT TREASURES sakey bones rig, $97/5 Rennium sc 229 @aind legs, from one animal, are quite ereserved because they were sunk in a of drying lake sediments. They are to 1920 + 200 cal Bc.! Donkeys were ost important animals for travelling in @esert until camels were introduced. In ® di Hariq, some 300 km away from the they indicate connections with Sixth westy Egypt. HB wy date is calibrated (KN-5318). j |"
44,Handessi A pottery,Ceramic,SNM 31144,"44 Handessi A pottery Ceramic Djabarona $98/120 Second millennium sc Min. H 110 mm: rim: D 260 mm, Th 6 mm; wall: Th7 mm SNM 31144 This large vessel is a very well-made example of the ceramics of the final period of permanent occupation in the Wadi Howar region. It was found upside down near a small group of burials. The pot has a curved profile and a pronounced neck. It is thin-walled, finely smoothed, tempered with sand and fibre, and was formed by pinching and drawing. Irregu- larities in the ochre-brown colour of the outer surface are the result of uncontrolled firing conditions, typical of open-field firing. The outer surface has mat impressions from base to belly, a typical feature of Handessi A pottery. The clearly structured decoration is restricted to the rim and the upper part of the vessel, and underlines the composite contours of the pot. The inner rim is decorated with a narrow band of oblique comb impressions running parallel to the rim. On the outer surface, triangles are outlined by comb impressions and filled with densely dotted zig-zags produced by the rocker- stamp technique. Two rows of opposing tri- angles, one on either side of a group of three parallel horizontal lines, give an impression of a large rhombus. Though following the general trend of this period towards geometric decorations on curved-profile vessels, supra-regional parallels to Handessi A pottery are found only in indi- vidual cases. They point to connections with western (Bailloud 1969) as well as northern areas (Jesse in press a). BK Keding 1998, pl. 6; Jesse and Keding 2002, fig. 9"
45,Bowl with herringbone pattern,Ceramic,SNM 31143,"45 Bowl with herringbone pattern Ceramic Abu Tabari S95/2 H 104 mm; rim: D 150 mm, Th 3 mm; wall: Th 6 mm SNM 31143 This complete bowl was found in an undis- turbed burial on the slope of a huge dune which had been occupied over several millen- nia. The simple rounded lip is decorated with dense oblique impressions. The upper part of the outer surface of the bowl is covered with 45 simple impressions forming several bands of herringbone pattern. The decoration was applied with a spatula. Two vessels, one inside the other, were placed on the pelvis of the deceased. Additional offerings including a shell, a small axe, stone artefacts, a lump of ochre; fish and burnt cattle remains were also placed in this adult male burial. The smaller of the two vessels, which is displayed here, has a brownish burnished surface and was tempered with sand. Both the pottery and the grave are very different from the usual finds in the Middle Wadi Howar, but show some similarities with A-Group and Pre-Kerma finds in the Nubian Nile Valley (Nordstrém 1972, 130). This clearly points to stronger relationships with cultures to the east than to the west of the Wadi Howar region. BK Keding 2000, fig. 4; forth., fig. 3.3; Jesse and Keding 2002, fig. 8 --- Page 64 --- THE PRE-KERMA PERIOD MATTHIEU HONEGGER"
47,Palettes,Quartzite,SNM 31120,"47 Palettes Quartzite Kerma, Eastern Cemetery, Graves 1 and 2 Pre-Kerma L106 mm, W 50 mm, Th 18 mm L171 mm, W110mm,Th 31mm SNM 31120, 31132 The smaller palette, from Grave 1, is roughly lozenge-shaped with convex faces and rounded edges. The other is oval with rounded edges, again with convex faces. Both taper down towards the edges and are made of quartzite, The two faces of these palettes are polished and their extremities present slight traces of percussion, They were found in graves located near the Pre-Kerma settle- ment. The larger one was discovered in the 47 mostly destroyed tomb of an adult. The smaller palette has a much finer finish. It was located in a rich, partially destroyed burial of a woman. Placed near the hands of the body, it was accompanied by two small pebbles used as grinders, and covered some fragments of malachite, used as a pigment. Make-up tablets are known from Neolithic and protohistoric Nubian burials. Examples of metamorphic rock, dating to the fifth millennium nc, have been found at Kadruka, not far from Kerma (Reinold 2000a). The quartzite examples appear to be more recent and are found in the A-Group graves of Lower Nubia (Nordstrom 1972, 120). Occasionally Kerma Ancien graves contain palettes, but these become increasingly rare in this later period (Bonnet 1990a, 200). MH"
49,Dish,Quartzite,SNM 31262,"49 Dish Quartzite Kerma, Eastern Cemetery, Grave 1 Pre-Kerma L165 mm, W 159 mm, Th 16mm SNM 31262 This dish is made of grey quartzite with a very noticeable grain. Finely polished, its shape is oval and slightly concave. This object, found in a female grave, was accompa- nied by rich grave goods: palette, grinders, ivory cup, combs, flints and copper-alloy objects. Its function is not clear. It may simply be a dish, intended for food, unless its use is related to that of a palette and therefore was used for grinding or pounding. Such objects have also been found in A-Group graves (Nordstrém 1972, 121). MH"
50,Jar,Pottery,SNM 31140,"50 Jar Pottery Kerma, Eastern Cemetery, Pit 35 Pre-Kerma H 397 mm, max. D 385 mm; rim: Th 28 mm SNM 31140 A sub-spherical jar with a narrowed base, its surface is not polished, but has been coarsely smoothed with the aid of a tool that has left slight striation marks. Its colour tends towards dark grey on its interior and around the rim, while it is beige on the rest of the exterior. These differences in colour are a result of the type of firing: the jar will have been placed upside down in an open-air fire. The decora- tion, restricted to the rim, is composed of parallel incisions, occasionally arranged in a chevron pattern. Of the 285 excavated pits in the Pre-Kerma settlement, only two contained jars. These will have been used for food stor- age, probably of cereals. The jar presented here was found upside down, with the open- ing to the bottom of the pit. This position indi- cates that it was probably not in use at the time the place was abandoned. This type of jar has parallels among the A-Group pottery assemblage (Nordstrém 1972, pl. 182). MH --- Page 72 ---"
